timestamp,author,message
2025-02-28 17:36:12+00:00,flexible-platypus,"@Jos, Martin, kunnen we hier in de appgroep de offertes krijgen, zodat de leden van onze VVE straks een weloverwogen keuze kunnen maken. Wel of geen camera’s, en zo ja, door welk bedrijf. Het gaat tenslotte om veel geld. Het moet transparant zijn waarvoor wij kunnen kiezen."
2025-03-02 20:51:14+00:00,entertaining-pig,"Mijn vraag over cameratoezicht is met name wat willen jullie in beeld brengen? Ik heb vandaag ff met wat agenten gekletst en die zeggen dat je er weinig mee kan. Je mag de openbare weg niet opnemen (parkeerterrein en fietsenstalling en alles om de flat) mocht daar iets gestolen worden of beschadigd, doet de politie daar niets mee want het houdt geen stand in een rechtbank. Dus het is met name schijnveiligheid. De agent raadde me een dummie camera aan, heeft hetzelfde effect als een die opneemt…."
2025-03-02 21:07:44+00:00,springy-hare,Het werkt dus afschrikwekkend.Straks met het speeleiland en de verwachte hangjongeren zeker.Ook met de fietsnietjes onder de balkons.Daar komen geen camera’s.
2025-03-02 21:12:21+00:00,springy-hare,"Wel gek dat je naar bv.112kijkt of opsporing gezocht,er altijd door de politie gevraagd wordt naar camera beelden.De agente die ik gesproken heb vond het een goed plan."
2025-03-02 21:35:39+00:00,springy-hare,Kan iemand mij uitleggen waarom in alle andere flats aan de T.A.wel camera’s geplaatst konden worden en bij ons zoveel problemen geeft?Ben benieuwd.
2025-03-02 21:37:04+00:00,ethereal-lapwing,Mijn vraag is wie kan de camera beelden inzien
2025-03-02 23:00:21+00:00,carefree-lark,"Onze prive parkeer terrein is geen openbare weg, er mogen camera's geplaatst worden. We betalen een bepaald bedrag als abonnement/contributie. In onze flat mag overal een camera hangen. Het is ook geen openbare weg. We zijn de eigenaar."
2025-03-02 23:47:25+00:00,carefree-lark,"Zolang je parkeer geld betaalt en niemand mag hier zomaar parkeren, kan een camera opgehangen worden. Zelf voor gasten moeten we betalen, het is niet gratis."
2025-03-03 08:18:56+00:00,vivid-rhinoceros,Is bij de flat tegenover ons ook gedaan. Hangen camera's die ook de openbare ruimte filmen. Wel borden geplaatst. Nooit problemen.😜
2025-03-03 11:15:21+00:00,eye-catching-hare,"Ik deel dit met jullie, zodat de bewoners weten waar ze aan toe zijn met de eventuele camera's die er mochten komen."
2025-03-03 11:43:55+00:00,sudsy-jellyfish,"Beste medebewoners, Tot onze grote spijt moeten wij u meedelen dat wij, Martin Hofmann en ik, Jos Pouw, onze taken als adviseur en bestuurslid van onze VvE, neerleggen. Waarom? Normaal gesproken neemt het bestuur een besluit. Zo’n besluit dient dan te worden gedragen door het volledig bestuur. Helaas gebeurt dit niet in het huidig bestuur. Na heel veel tijd en energie en het “camera-project” te hebben gestoken en een daarop volgend genomen bestuursbesluit, is IT Services Amsterdam voorgedragen als beste keus. Daarbij zijn 5 criteria in aanmerking genomen. De aspecten privacy en veiligheid hebben daarbij bijzondere aandacht gekregen. Ook wordt opgemerkt dat de goedkoopste keus niet altijd de beste is! Op 24 februari is tijdens de bestuursvergadering nogmaals vertrouwen in ons uitgesproken Nadat het bestuursbesluit is genomen, bleek dat de voorzitter achter onze rug contact heeft opgenomen met een ander installatiebedrijf, te weten van Leeuwen Elektra BV en contact heeft gehad met enkele bewoners. Helaas heeft het eerder in ons uitgesproken vertrouwen dus niet mogen baten. Ook nu nog worden vragen en opmerkingen niet naar ons (commissie camera’s) doorverwezen. Voor ons is het werken op deze manier onmogelijk geworden: op meerdere momenten was er bemoeienis zonder dat te weten. Dat roept veel spanning en stress op. De maat is een keer vol en het laat ons geen andere keus dan alle taken per direct neer te leggen. Wij danken alle andere bestuursleden voor hun vertrouwen en wensen u een goede jaarvergadering."
2025-03-03 13:30:36+00:00,springy-hare,Mevr.Lange is opgelucht dat Jos isopgestapt.Geen lastige vragen meer.Geen gezichtsverlies tegenover Richard .WfZ.Trut.Dank je wel.Het gaat niet over de camera’s.Ieder zijn/haar mening.Gaat over samenwerking met jouw man!!!
2025-03-03 15:34:27+00:00,eye-catching-hare,"Beste bewoners, ik geef toe dat dit allemaal heel vervelend is op de app. Er zijn al verschillende bewoners die ons hebben aangesproken wat er allemaal aan de hand is en er niks meer van snappen. In het kort leg ik jullie uit wat er aan de hand. - Martin en Jos waren aangewezen door het bestuur om zich te verdiepen in camera's om ons gebouw veilig te houden."
2025-03-03 15:39:41+00:00,eye-catching-hare,- zij hebben dat uitgezocht en geprobeerd om de juiste keuze te maken - Fiat gekregen van het bestuur - bij de algemene ledenvergadering zouden zij d.m.v. een PowerPoint nog het een en ander uitleggen - er konden ook voor de vergadering vragen gesteld worden zodat de vergadering niet zo lang zou duren - achter de rug van Martin en Jos zijn er een aantal mensen die tegen camera's zijn zelf onderzoek gestart - dit gaf Martin en Jos het gevoel dat zij gewantrouwd worden. - conclusie zij stoppen ermee.
2025-03-03 15:44:49+00:00,eye-catching-hare,"O ja, iedereen mag zijn eigen mening hebben om voor of tegen camera's te zijn. Let wel dat wij de enige zijn op de Tobias Asserlaan en Martin lutherkinglaan die geen camerabeveiliging hebben om onze bewoners veiligheid te garanderen."
2025-03-03 17:28:01+00:00,entertaining-pig,"Oké, sorry. Hoeveel veiligheid geeft zo’n camera? Gaat het mensen tegenhouden om een fiets te stelen, in te breken of iemand te beroven? Komt de politie meteen aanrijden als een een verdacht persoon in beeld loopt? Nee! Iemand die kwaad wil zorgt er echt wel voor dat hij niet herkend wordt. Dus je kan camera’s wel aanprijzen als veiligheid maar het helpt helemaal niet. Het is alleen een psychisch effect…. En het kost ons veel geld extra.  Ja, natuurlijk verkoopt een cloud-dienst het als veilig. Een 2dehands auto verkoper zegt immers ook dat het wagentje van een oud vrouwtje is geweest en altijd binnen heeft gestaan. Camera’s zijn schijnveiligheid en geeft niet meer beveiliging dan een paar dummy’s."
2025-03-03 18:09:40+00:00,carefree-lark,"Je kan altijd iets.  Als je het op de camera hebt is er bewijs en kan je er altijd iets mee. Een vriendin had een camera geplaatst en 3 jongens waren over het hek geklommen en in haar tuin gekomen, etc. Ze kon het inzien en heeft het direct op internet geplaatst. De politie kwam langs en vroeg haar of ze aub het bericht van internet kon verwijderen, omdat de jongens  al genoeg gestraft waren,  want iedereen had het gezien. Blabla blabla. Ze heeft geweigerd. Haar antwoord was, ik heb mijn huis gefotografeerd en niet de jongens. De politie kon niets doen, alleen een bedreiging aan haar adres. Ze won de zaak."
2025-03-03 18:30:45+00:00,giddy-tardigrade,Maar het gaat hier toch niet alleen maar over de camera’s voor de parkeerplaats?
2025-03-03 22:19:04+00:00,carefree-lark,"De camera was ook op straat gericht, ze kon de jongens die over het hek zien klimmen. Dat is vanuit de straat over het hek. Volgens jouw schrijven zou dat niet mogen. Ze heeft de zaak gewonnen omdat ze kon aantonen dat de camera vast zat aan haar huis en natuurlijk wordt daarbij een deel v/d straat opgenomen. Dat is normaal, maar het was niet op de straat gericht. Dat is precies wat wij ook kunnen doen. Dat daarbij een meter v/d straat ook meegenomen in de opname is niet erg. ‎[04/03/2025, 09:33:06] Herman: ‎image omitted"
2025-03-07 14:51:14+00:00,springy-hare,"Beste medebewoners,Nu het bestuur besloten heeft om het besluit over de camera’s,voor de 2x op de lange baan te schuiven en dit aan de firma van Roemburg uit te besteden (die al een voorkeur heeft uitgesproken en waardoor de uitslag nu al vaststaat)is de maat vol.Na de insinuerende opmerkingen van mevr.Lange :geen gezichtsverlies naar Richard en de vragen werden te lastig,werd ons de vraag gesteld of Jos en Martin dan corrupt waren?Ik heb die persoon doorgestuurd naar mevr.Lange.Ik ga niet ,zoals met mij wel gebeurde,achter iemands rug om.Corrupt,dat is nogal wat.Het tegendeel is juist waar.Zij zijn altijd open en transparant geweest.Wat niet van de voorzitter gezegd kan worden.Achter het bestuur om,een bestuursbesluit naast je neerleggen, een offerte doorspelen naar een concurrerende firma van Leeuwen,is beneden alle peil.Omdat er geen concurrentie beding was getekend mag dit,wettelijk gezien.Daarbij wordt echter opgemerkt dat dit IMMOREEL gedrag is!Dat is nogal wat!Dit gedrag van de voorzitter is niet nieuw.Hij doet ook aan illegale woning inspectie.Al met al een aardige rij incidenten.Nu wordt dit gedrag door het bestuur weer beloond en worden Jos en Martin,die vanwege dit gedrag zijn opgestapt,(en dus NIET vanwege de camera’s)in de kou gezet.Vieze spelletjes en immoreel gedrag loont dus.Wij krijgen dus voorlopig geen kans om op democratische wijze onze stem te laten horen.Diep en diep triest!Ik weet dat deze app.alleen bedoeld is om vragen en beheer van dit gebouw,maar vind dat iedereen dit moet weten.Je mag je afvragen of iemand die zo handelt,zo’n functie moet bekleden."
2025-03-07 14:56:39+00:00,springy-hare,Help het je hopen.Camera’s zijn van de agenda.Er wordt dus niet gestemd.
2025-03-07 22:13:29+00:00,carefree-lark,"Als we over verfkleur kunnen stemmen, dan moet dan ook kunnen m.b.t. camera's."
2025-03-07 22:15:34+00:00,springy-hare,Ja helemaal eens.Maar de voorzitter wil helemaal geen camera’s!!Dus alles werd gefrustreerd!En niet voor het eerst.Een aantal geleden ook al gebeurd.
2025-03-08 07:28:20+00:00,cheerful-boar,"Bewoners,  Als lid van de kascommissie  en oud bestuurslid van de VVE wil ik u er op wijzen dat NIET het bestuur, het hoogste orgaan van de VVE is maar de ALV(Algemene Ledenvergadering). U dus. U kunt van mij aannemen dat o.a. ik daar kritisch op let dat de regels van een VVE worden gevolgd. We zijn geen personeelsvereniging.  ×Als het klopt dat het agendapunt camera's wordt *verschoven* dan lijkt me dat voor nu, een verstandig besluit.  Ik wens u allen, een fijn weekend.  Met vriendelijke groet, Rinus Friederichs"
2025-03-10 21:15:17+00:00,limber-ostrich,Beste bewoners. Het bestuur heeft na overleg met Van Roemburg Beheer unaniem besloten het agendapunt camera’s naar de ledenvergadering in november 2025 te verplaatsen. Er zijn onvoorzien nog nieuwe vragen opgekomen. Wij vragen om uw begrip en zullen u in november een voorstel doen.
2025-03-11 06:53:04+00:00,sunny-gazelle,"Goedemorgen.  Hoeft niet. @⁨~Joan Dest⁩ en @⁨~Maureen De Keyzer⁩ Als er een meerderheid voor is in november dan komen er camera's. De laatste 15 jaar was de meerderheid tegen.  Ik vind het voor nu, een goed besluit. Even rust in onze flat.  Ongevraagd advies aan het bestuur: eerst de leden laten stemmen voor of tegen camera's en dan pas verder of niet."
2025-03-11 10:23:56+00:00,carefree-lark,"@⁨Colinda Kooter⁩ Om een stemming nu te wijzigen lijkt me niet handig, temeer dat er veel commotie over is geweest. Het maakt niet of sommigen wel/tegen/neutraal waren tegen het plaatsen van een camera. Als er een camera had gestaan was de beroving van de oudere buurvrouw opgelost geweest."
2025-03-11 14:10:26+00:00,cheerful-boar,"Bericht van Rinus Friederichs, nr. 223. Lid kascommissie. Oud bestuurslid van de VVE.  Verstandig besluit!  Wat in ieder geval niet goed is gegaan met het project camera's: *is de meerderheid voor of tegen camera's! We hebben hierover NIET gestemd. *stel de meerderheid is voor dan hadden alle 3 de offertes beknopt besproken moeten worden met ALLE leden. *stel er zijn al 2 offertes afgezegd terwijl dit niet besproken is met de leden. De keuze is zonder de leden te raadplegen dus al gemaakt.  Er is nooit door de leden, een mandaat voor camera's afgegeven op de ALV van 04-04-2024. Een besluit van de VVE is nietig wanneer het in strijd is met het modelregelement 1992 en de splitsingsakte.  Men is te enthousiast hiermee aan de slag gegaan, wat zeer te waarderen is. Laat daar geen misverstand over zijn. Hopelijk kunnen alle leden op een gegeven moment inzien dat dit niet de manier was zoals het aangepakt had moeten worden. We zijn nooit te oud om te leren van fouten.  Nogmaals: het bestuur beslist niet over wel of geen camera's. Wij doen dat met z'n allen.  Voor degenen die op oorlogspad zijn tijdens de jaarvergadering, gedraag u of blijf thuis. Vergeet dan niet om uw machtiging af te geven! Ook uw stem is belangrijk. ‎[11/03/2025, 14:28:53] ~ Angelique: ‎image omitted"
